Page,Date,Title,Link 
https://www.unair.ac.id/category/inovasi/page/20/,11/07/2017,Pemberdayaan Anak Jalanan Berbasis Jaringan Sosial Sebagai Upaya P4GN,https://www.unair.ac.id/pemberdayaan-anak-jalanan-berbasis-jaringan-sosial-sebagai-upaya-p4gn/
https://www.unair.ac.id/category/inovasi/page/20/,11/07/2017,"Kini Tersedia, Aplikasi Berbasis Android tentang Pedoman Kalender Tanam Rumput Laut",https://www.unair.ac.id/kini-tersedia-aplikasi-berbasis-android-tentang-pedoman-kalender-tanam-rumput-laut/
https://www.unair.ac.id/category/inovasi/page/20/,11/07/2017,"Mahasiswa UNAIR Ubah Kulit Pisang Jadi ’Bapeelon Tea’, Minuman Segar Antioksidan",https://www.unair.ac.id/mahasiswa-unair-ubah-kulit-pisang-jadi-bapeelon-tea-minuman-segar-antioksidan/
https://www.unair.ac.id/category/inovasi/page/20/,11/07/2017,"Ditawarkan, Hand Sanitizer Berbasis Natural Protection Dari Daun Kersen",https://www.unair.ac.id/ditawarkan-hand-sanitizer-berbasis-natural-protection-dari-daun-kersen/
https://www.unair.ac.id/category/inovasi/page/20/,10/07/2017,"Lendir Siput Diinovasi Jadi ’Surgical Glue’, untuk Atasi Kebocoran Jantung Bayi",https://www.unair.ac.id/lendir-siput-diinovasi-jadi-surgical-glue-untuk-atasi-kebocoran-jantung-bayi/
https://www.unair.ac.id/category/inovasi/page/20/,10/07/2017,Mahasiswa UNAIR Ciptakan Alat Deteksi Dini Penyakit ”Angin Duduk”,https://www.unair.ac.id/mahasiswa-unair-ciptakan-alat-deteksi-dini-penyakit-angin-duduk/
https://www.unair.ac.id/category/inovasi/page/20/,10/07/2017,"“Capslok”, Inovasi Pemanfaatan Limbah Biji Mangga Menjadi Jenang Berkhasiat",https://www.unair.ac.id/capslok-inovasi-pemanfaatan-limbah-biji-mangga-menjadi-jenang-berkhasiat/
https://www.unair.ac.id/category/inovasi/page/20/,10/07/2017,Cangkang Kepiting dan Udang sebagai Penyembuh Glaukoma,https://www.unair.ac.id/cangkang-kepiting-dan-udang-sebagai-penyembuh-glaukoma/
https://www.unair.ac.id/category/inovasi/page/20/,10/07/2017,"Manfaatkan Ampas Kulit Apel Manalagi, Mahasiswa UNAIR Ciptakan Minuman Unik",https://www.unair.ac.id/manfaatkan-ampas-kulit-apel-manalagi-mahasiswa-unair-ciptakan-minuman-unik-2/
https://www.unair.ac.id/category/inovasi/page/20/,10/07/2017,"Pakan Aditif dari Wortel, Mampu Naikkan Berat Badan Harian Ayam Broiler",https://www.unair.ac.id/pakan-aditif-dari-wortel-mampu-naikkan-berat-badan-harian-ayam-broiler/
https://www.unair.ac.id/category/inovasi/page/21/,10/07/2017,"Mahasiswa UNAIR Bikin Sabun Cuci Tangan dari Biji Pepaya, Bisa Cegah Diare",https://www.unair.ac.id/mahasiswa-unair-bikin-sabun-cuci-tangan-dari-biji-pepaya-bisa-cegah-diare/
https://www.unair.ac.id/category/inovasi/page/21/,10/07/2017,Ekstrak Daun Kenikir Berkhasiat Sebagai Terapi ’Cancer Stem Cell’,https://www.unair.ac.id/ekstrak-daun-kenikir-berkhasiat-sebagai-terapi-cancer-stem-cell/
https://www.unair.ac.id/category/inovasi/page/21/,08/07/2017,"Penelitian Mahasiswa UNAIR, JKN Tidak Timbulkan ‘Ex Ante Moral Hazard’",https://www.unair.ac.id/penelitian-mahasiswa-unair-jkn-tidak-timbulkan-ex-ante-moral-hazard/
https://www.unair.ac.id/category/inovasi/page/21/,08/07/2017,"Inovasi Membran Dialyzer dengan Aksi Antibakteri Kitosan, Kandidat Membran Hemodialisa",https://www.unair.ac.id/inovasi-membran-dialyzer-dengan-aksi-antibakteri-kitosan-kandidat-membran-hemodialisa/
https://www.unair.ac.id/category/inovasi/page/21/,08/07/2017,Iklim dan Cuaca Mempengaruhi Penularan Virus Dengue,https://www.unair.ac.id/iklim-dan-cuaca-mempengaruhi-penularan-virus-dengue/
https://www.unair.ac.id/category/inovasi/page/21/,08/07/2017,"Selamatkan Lingkungan, Sampah Plastik Diinovasi Jadi Bahan Bakar Bensin dan Solar",https://www.unair.ac.id/mahasiswa-unair-ubah-sampah-plastik-jadi-bahan-bakar-bensin-dan-solar/
https://www.unair.ac.id/category/inovasi/page/21/,08/07/2017,Sosiolog Gender Bicara Soal Peran Perempuan,https://www.unair.ac.id/sosiolog-gender-bicara-soal-peran-perempuan/
https://www.unair.ac.id/category/inovasi/page/21/,07/07/2017,Ciptakan Selai Mengkudu dan Bogem untuk Anti Hipertensi,https://www.unair.ac.id/ciptakan-selai-mengkudu-dan-bogem-untuk-anti-hipertensi/
https://www.unair.ac.id/category/inovasi/page/21/,06/07/2017,Mengajarkan Kewirausahaan Mandiri untuk Anjal dan Anak Marginal,https://www.unair.ac.id/mengajarkan-kewirausahaan-mandiri-untuk-anjal-dan-anak-marginal/
https://www.unair.ac.id/category/inovasi/page/21/,06/07/2017,"Kini, Ekstrak Eugenol Daun Kemangi Bisa Bius Ikan Nila",https://www.unair.ac.id/kini-ekstrak-eugenol-daun-kemangi-bisa-bius-ikan-nila/
https://www.unair.ac.id/category/inovasi/page/21/,05/07/2017,Inovasi Burger Ikan Gabus sebagai Pengganti Daging,https://www.unair.ac.id/inovasi-burger-ikan-gabus-sebagai-pengganti-daging/
https://www.unair.ac.id/category/inovasi/page/21/,05/07/2017,Mahasiswa UNAIR Bikin Web Aplikasi untuk Mengontrol Diabetes Tipe-2 pada Remaja,https://www.unair.ac.id/mahasiswa-unair-bikin-web-aplikasi-untuk-mengontrol-diabetes-tipe-2-pada-remaja/
https://www.unair.ac.id/category/inovasi/page/22/,04/07/2017,"Berbisnis Clothing Line, Mahasiswa FK Daur Ulang Serat Pohon Pisang Menjadi Kain Tenun",https://www.unair.ac.id/berbisnis-clothing-line-mahasiswa-fk-daur-ulang-serat-pohon-pisang-menjadi-kain-tenun/
https://www.unair.ac.id/category/inovasi/page/22/,03/07/2017,Meningkatkan Pola Hidup Sehat Penghuni Panti Asuhan ‘Millenium’ Sidoarjo,https://www.unair.ac.id/meningkatkan-pola-hidup-sehat-penghuni-panti-asuhan-millenium-sidoarjo/
https://www.unair.ac.id/category/inovasi/page/22/,03/07/2017,"Program GEN PEKUNG, Tingkatkan Siswa ABK untuk Merajut Potensi",https://www.unair.ac.id/program-gen-pekung-tingkatkan-siswa-abk-untuk-merajut-potensi/
https://www.unair.ac.id/category/inovasi/page/22/,03/07/2017,"Modifikasi Membran ’Hollow Fiber’ Mampu Tahan Kreatinin 91,9% dalam Hemodialisa",https://www.unair.ac.id/modifikasi-membran-hollow-fiber-mampu-tahan-kreatinin-919-dalam-hemodialisa/
https://www.unair.ac.id/category/inovasi/page/22/,03/07/2017,"Mahasiswa UNAIR Tanamkan Budaya Bersih, Lingkungan Sehat Hingga Hasilkan Ikan",https://www.unair.ac.id/mengubah-sungai-tercemar-menjadi-menghasilkan-ikan-dan-lingkungan-sehat/
https://www.unair.ac.id/category/inovasi/page/22/,03/07/2017,Mahasiswa UNAIR Rancang TTG Medan Listrik Perangsang Pertumbuhan Ikan Lele,https://www.unair.ac.id/mahasiswa-unair-rancang-ttg-medan-listrik-perangsang-pertumbuhan-ikan-lele/
https://www.unair.ac.id/category/inovasi/page/22/,03/07/2017,"Ditawarkan, Kompres Luka dari Ekstrak Tanaman Lidah Buaya (Aloe Vera)",https://www.unair.ac.id/ditawarkan-kompres-luka-dari-ekstrak-tanaman-lidah-buaya-aloe-vera/
https://www.unair.ac.id/category/inovasi/page/22/,03/07/2017,Perlu Perbaikan Administrasi dalam Pengelolaan Cagar Budaya di Surabaya,https://www.unair.ac.id/perlu-perbaikan-administrasi-dalam-pengelolaan-cagar-budaya-di-surabaya/
https://www.unair.ac.id/category/inovasi/page/22/,03/07/2017,Pengembangan Sensor Serat Optik Sebagai Sebuah Kebutuhan,https://www.unair.ac.id/pengembangan-sensor-serat-optik-sebagai-sebuah-kebutuhan/
https://www.unair.ac.id/category/inovasi/page/22/,02/07/2017,Gelorakan Semangat “Dentalpreneurship”,https://www.unair.ac.id/gelorakan-semangat-dentalpreneurship/
https://www.unair.ac.id/category/inovasi/page/22/,02/07/2017,CSR Bukan Sekadar “Sedekah”,https://www.unair.ac.id/csr-bukan-sekadar-sedekah/
https://www.unair.ac.id/category/inovasi/page/22/,01/07/2017,Mengubah Beternak Ayam Secara Tradisional Menjadi Semi Intensif,https://www.unair.ac.id/mengubah-beternak-ayam-secara-tradisional-menjadi-semi-intensif/
https://www.unair.ac.id/category/inovasi/page/23/,01/07/2017,Gagas Progesteron Paper Strip Demi Swasembada Daging,https://www.unair.ac.id/gagas-progesteron-paper-strip-demi-swasembada-daging/
https://www.unair.ac.id/category/inovasi/page/23/,01/07/2017,Racik Kulit Manggis dan Kumis Kucing Menjadi Obat Diabetes dan Kolesterol,https://www.unair.ac.id/racik-kulit-manggis-dan-kumis-kucing-menjadi-obat-diabetes-dan-kolesterol/
https://www.unair.ac.id/category/inovasi/page/23/,29/06/2017,Mengonsumsi Jus Stroberi Secara Rutin Bisa untuk Atasi Diabetes Melitus,https://www.unair.ac.id/mengonsumsi-jus-stroberi-secara-rutin-bisa-untuk-atasi-diabetes-melitus/
https://www.unair.ac.id/category/inovasi/page/23/,29/06/2017,"Isolat Sponge-6.1, Kandidat Obat Penghambat Bakteri ’Streptococcus’ Pebabkan ’Pneumonia’",https://www.unair.ac.id/isolat-sponge-6-1-kandidat-obat-penghambat-bakteri-streptococcus-pebabkan-pneumonia/
https://www.unair.ac.id/category/inovasi/page/23/,29/06/2017,Charger Handphone Memanfaatkan Panas Tangan Manusia Buatan Mahasiswa UNAIR,https://www.unair.ac.id/charger-handphone-memanfaatkan-panas-tangan-manusia-buatan-mahasiswa-unair/
https://www.unair.ac.id/category/inovasi/page/23/,29/06/2017,Mahasiswa UNAIR Temukan Material Penumbuh Sel Tulang dari Cangkang Bekicot,https://www.unair.ac.id/mahasiswa-unair-temukan-material-penumbuh-sel-tulang-dari-cangkang-bekicot/
https://www.unair.ac.id/category/inovasi/page/23/,29/06/2017,Mahasiswa UNAIR Tawarkan “Serbuk Ajaib” untuk Cuci Darah Pasien Gagal Ginjal,https://www.unair.ac.id/mahasiswa-unair-tawarkan-serbuk-ajaib-untuk-cuci-darah-pasien-gagal-ginjal/
https://www.unair.ac.id/category/inovasi/page/23/,29/06/2017,’Motif Kita Sehat’: Inovasi Media Penyuluhan Self Care Pada Penderita Kusta,https://www.unair.ac.id/motif-kita-sehat-inovasi-media-penyuluhan-self-care-pada-penderita-kusta/
https://www.unair.ac.id/category/inovasi/page/23/,29/06/2017,Budidaya Bandeng Sekaligus Menanam Sayur Secara Hidroponik,https://www.unair.ac.id/budidaya-bandeng-sekaligus-menanam-sayur-secara-hidroponik/
https://www.unair.ac.id/category/inovasi/page/23/,28/06/2017,Atasi Gangguan Kelancaran Pencernaan dengan Kapsul Daun Pepaya,https://www.unair.ac.id/atasi-gangguan-kelancaran-pencernaan-dengan-kapsul-daun-pepaya/
https://www.unair.ac.id/category/inovasi/page/23/,22/06/2017,"Mahasiswa UNAIR Tawarkan Nisa Kit, Mencegah Sejak Dini Ancaman Kanker",https://www.unair.ac.id/mahasiswa-unair-tawarkan-nisa-kit-mencegah-sejak-dini-ancaman-kanker/
https://www.unair.ac.id/category/inovasi/page/23/,22/06/2017,"Mahasiswa UNAIR Tawarkan MIELLY, Jajanan Sehat dari Buah Biji Mangga",https://www.unair.ac.id/mahasiswa-unair-tawarkan-mielly-jajanan-sehat-dari-buah-biji-mangga/
https://www.unair.ac.id/category/inovasi/page/24/,21/06/2017,"Tani Bule Farm, Solusi Budidaya Lele dan Tanaman Hidroponik",https://www.unair.ac.id/tani-bule-farm-solusi-budidaya-lele-dan-tanaman-hidroponik/
https://www.unair.ac.id/category/inovasi/page/24/,21/06/2017,"Konsentrat Jantung Pisang, Turunkan Kolesterol pada Daging Kambing",https://www.unair.ac.id/konsentrat-jantung-pisang-turunkan-kolesterol-pada-daging-kambing/
https://www.unair.ac.id/category/inovasi/page/24/,21/06/2017,Mahasiswa UNAIR Ciptakan Pengganti Massa Tulang dari Serpihan Terumbu Karang,https://www.unair.ac.id/mahasiswa-unair-ciptakan-pengganti-massa-tulang-dari-serpihan-terumbu-karang/
https://www.unair.ac.id/category/inovasi/page/24/,21/06/2017,Mahasiswa Cetuskan Ide Ketahanan Pangan di Kawasan Eks Lokalisasi,https://www.unair.ac.id/mahasiswa-cetuskan-ide-ketahanan-pangan-di-kawasan-eks-lokalisasi/
https://www.unair.ac.id/category/inovasi/page/24/,21/06/2017,Lima Mahasiswa Olah Lidah Buaya Jadi Brownies,https://www.unair.ac.id/lima-mahasiswa-olah-lidah-buaya-jadi-brownies/
https://www.unair.ac.id/category/inovasi/page/24/,20/06/2017,"Inovasi Mahasiswa FK UNAIR, Layani “Cek Gula Darah Drive Thru”",https://www.unair.ac.id/inovasi-mahasiswa-fk-unair-layani-cek-gula-darah-drive-thru/
https://www.unair.ac.id/category/inovasi/page/24/,20/06/2017,Pelet Kroto Diketahui Sebagai Pakan Ikan yang Mempercepat Pertumbuhan,https://www.unair.ac.id/pelet-kroto-diketahui-sebagai-pakan-ikan-yang-mempercepat-pertumbuhan/
https://www.unair.ac.id/category/inovasi/page/24/,20/06/2017,Mahasiswa UNAIR Banyuwangi Bikin Masker Cantik dari Limbah Kulit Pisang,https://www.unair.ac.id/mahasiswa-unair-banyuwangi-bikin-masker-cantik-dari-limbah-kulit-pisang/
https://www.unair.ac.id/category/inovasi/page/24/,20/06/2017,Mahasiswa UNAIR Berdayakan PKK dalam Bisnis Memanfaatkan Internet,https://www.unair.ac.id/mahasiswa-unair-berdayakan-pkk-dalam-bisnis-memanfaatkan-internet/
https://www.unair.ac.id/category/inovasi/page/24/,20/06/2017,Mahasiswa UNAIR ’Sulap’ Limbah Kulit Semangka Jadi Masker Antioksidan,https://www.unair.ac.id/mahasiswa-unair-sulap-limbah-kulit-semangka-jadi-masker-antioksidan/
https://www.unair.ac.id/category/inovasi/page/24/,19/06/2017,"Mahasiswa UNAIR Ciptakan ’Pummach’, Alat Penurun Logam Berat pada Kerang",https://www.unair.ac.id/mahasiswa-unair-ciptakan-pummach-alat-penurun-logam-berat-pada-kerang/
https://www.unair.ac.id/category/inovasi/page/24/,19/06/2017,"’SINOM’ (Sinau Ambek Dolan), Cara Mudah Mempelajari Etnik di Indonesia",https://www.unair.ac.id/sinom-sinau-ambek-dolan-cara-mudah-mempelajari-etnik-di-indonesia/
https://www.unair.ac.id/category/inovasi/page/25/,15/06/2017,Mahasiswa UNAIR Teliti Wayang ’Timplong’ Nganjuk yang Hampir Punah,https://www.unair.ac.id/mahasiswa-unair-teliti-wayang-timplong-nganjuk-yang-hampir-punah/
https://www.unair.ac.id/category/inovasi/page/25/,15/06/2017,"Aplikasi Mobile Deteksi Dini Pre-eklamsia, Menekan Kematian Ibu Melahirkan",https://www.unair.ac.id/aplikasi-mobile-deteksi-dini-pre-eklamsia-menekan-kematian-ibu-melahirkan/
https://www.unair.ac.id/category/inovasi/page/25/,15/06/2017,Mahasiswa UNAIR Bikin Robot Pintar Pensteril Bakteri Penyebab Infeksi di RS,https://www.unair.ac.id/mahasiswa-unair-bikin-robot-pinter-pensteril-bakteri-penyebab-infeksi-di-rs/
https://www.unair.ac.id/category/inovasi/page/25/,14/06/2017,Mahasiswa FST UNAIR Produksi Masker Terapi Anti Flu dan Batuk,https://www.unair.ac.id/mahasiswa-fst-unair-produksi-masker-terapi-anti-flu-dan-batuk/
https://www.unair.ac.id/category/inovasi/page/25/,14/06/2017,Produk Peremajaan Kulit dari Metabolit Stem Cell Dinilai Aman,https://www.unair.ac.id/produk-peremajaan-kulit-dari-metabolit-stem-cell-dinilai-aman/
https://www.unair.ac.id/category/inovasi/page/25/,13/06/2017,Mahasiswa UNAIR Banyuwangi Ajari PKK Olah Kulit Pisang Bernilai Ekonomis,https://www.unair.ac.id/mahasiswa-unair-banyuwangi-ajari-pkk-olah-kulit-pisang-bernilai-ekonomis/
https://www.unair.ac.id/category/inovasi/page/25/,13/06/2017,Mahasiswa Antropologi UNAIR Teliti Uniknya Tradisi Lamaran di Lamongan,https://www.unair.ac.id/mahasiswa-antropologi-unair-teliti-uniknya-tradisi-lamaran-di-lamongan/
https://www.unair.ac.id/category/inovasi/page/25/,12/06/2017,"Dengan ’Aquascape Care’, Mahasiswa UNAIR Ajak Siswa SMPLB Lancar Berkomunikasi",https://www.unair.ac.id/dengan-aquascape-care-mahasiswa-unair-ajak-siswa-smplb-lancar-berkomunikasi-2/
https://www.unair.ac.id/category/inovasi/page/25/,12/06/2017,Mahasiswa UNAIR Ciptakan Sarana Edukasi Kemaritiman dengan Aplikasi ”Game” Android,https://www.unair.ac.id/mahasiswa-unair-ciptakan-sarana-edukasi-kemaritiman-dengan-aplikasi-game-android/
https://www.unair.ac.id/category/inovasi/page/25/,12/06/2017,Mahasiswa UNAIR Bikin Bedak Tabur ‘Multipurpose’ Berbahan Herbal  Dedaunan,https://www.unair.ac.id/mahasiswa-unair-bikin-bedak-tabur-multipurpose-berbahan-herbal-dedaunan/
https://www.unair.ac.id/category/inovasi/page/25/,08/06/2017,’Aloe-deopads’ Mahasiswa Farmasi UNAIR dapat Atasi Keringat dan Bau Badan,https://www.unair.ac.id/aloe-deopads-mahasiswa-farmasi-unair-dapat-atasi-keringat-dan-bau-badan/
https://www.unair.ac.id/category/inovasi/page/25/,07/06/2017,"Sedang Dikembangkan, Metabolite Product Amniotic Membrane Stem Cell untuk Peremajaan Kulit",https://www.unair.ac.id/sedang-dikembangkan-metabolite-product-amniotic-membrane-stem-cell-untuk-peremajaan-kulit/
https://www.unair.ac.id/category/inovasi/page/26/,07/06/2017,Mahasiswa UNAIR Teliti Sukses Suku Osing Lestarikan “Kebo-Keboan”,https://www.unair.ac.id/mahasiswa-unair-teliti-sukses-suku-osing-lestarikan-kebo-keboan/
https://www.unair.ac.id/category/inovasi/page/26/,06/06/2017,Menghidupkan ”Kampung Majapahit” untuk Pemberdayaan Ekonomi Masyarakat,https://www.unair.ac.id/menghidupkan-kampung-majapahit-untuk-pemberdayaan-ekonomi-masyarakat-2/
https://www.unair.ac.id/category/inovasi/page/26/,05/06/2017,"Herbal Sanitizer, Inovasi Mahasiswa untuk Cegah Penularan Kuman di Toilet",https://www.unair.ac.id/herbal-sanitizer-cegah-penularan-kuman-di-toilet/
https://www.unair.ac.id/category/inovasi/page/26/,05/06/2017,"ELIQUIN, Solusi Pintar Calon Tenaga Medis Masa Kini",https://www.unair.ac.id/eliquin-solusi-pintar-calon-tenaga-medis-masa-kini/
https://www.unair.ac.id/category/inovasi/page/26/,02/06/2017,"Solusi Diabetes, Mahasiswa Farmasi Olah Kacang Komak Jadi Bubur Instan",https://www.unair.ac.id/solusi-diabetes-mahasiswa-farmasi-olah-kacang-komak-jadi-bubur-instan/
https://www.unair.ac.id/category/inovasi/page/26/,31/05/2017,Penyakit Leukemia Akut Banyak Jangkiti Anak-anak,https://www.unair.ac.id/penyakit-leukemia-akut-banyak-jangkiti-anak-anak/
https://www.unair.ac.id/category/inovasi/page/26/,30/05/2017,Memanfaatkan Bahan Pangan Liar untuk Atasi Kerawanan Pangan,https://www.unair.ac.id/bahan-pangan-liar-atasi-kerawanan-pangan/
https://www.unair.ac.id/category/inovasi/page/26/,26/05/2017,"Laserpunktur, Harapan untuk Kedaulatan Bibit Ternak Indonesia",https://www.unair.ac.id/laserpunktur-harapan-untuk-kedaulatan-bibit-ternak-indonesia/
https://www.unair.ac.id/category/inovasi/page/26/,24/05/2017,Dorong Peran Entitas dengan Sinergi Kinerja Audit,https://www.unair.ac.id/dorong-peran-entitas-dengan-sinergi-kinerja-audit/
https://www.unair.ac.id/category/inovasi/page/26/,27/04/2017,"Excelzyme, Produk Ramah Lingkungan yang Siap Dukung Kemandirian Bangsa",https://www.unair.ac.id/excelzyme-produk-ramah-lingkungan-yang-siap-dukung-kemandirian-bangsa/
https://www.unair.ac.id/category/inovasi/page/26/,25/04/2017,Metode Tim TDDC Memiliki Nilai Ekonomis Tinggi,https://www.unair.ac.id/metode-tim-tddc-memiliki-nilai-ekonomis-tinggi/
https://www.unair.ac.id/category/inovasi/page/26/,25/04/2017,Modifikasi Mikroskop untuk Diagnosa Cepat Malaria,https://www.unair.ac.id/modifikasi-mikroskop-untuk-diagnosa-cepat-malaria/
https://www.unair.ac.id/category/inovasi/page/27/,10/04/2017,Menurunkan Kemiskinan dengan Baitul Maal Wat Tamwil,https://www.unair.ac.id/menurunkan-kemiskinan-dengan-baitul-maal-wat-tamwil/
https://www.unair.ac.id/category/inovasi/page/27/,07/04/2017,Peneliti Kembangkan Riset Stem Cell untuk Hidupkan Organ Mati,https://www.unair.ac.id/riset-stem-cell-untuk-hidupkan-organ-mati/
https://www.unair.ac.id/category/inovasi/page/27/,06/04/2017,Dosen Sastra Inggris Jadi Salah Satu Pionir Riset Studi Maskulinitas,https://www.unair.ac.id/dosen-sastra-jadi-pionir-riset-maskulinitas/
https://www.unair.ac.id/category/inovasi/page/27/,05/04/2017,"Obat AHA dan ANA, Terapi Terkini Atasi Virus Flu Burung",https://www.unair.ac.id/terapi-terkini-atasi-virus-flu-burung/
https://www.unair.ac.id/category/inovasi/page/27/,05/04/2017,Mendulang Rupiah dari Limbah Ternak,https://www.unair.ac.id/mendulang-rupiah-dari-limbah-ternak/
https://www.unair.ac.id/category/inovasi/page/27/,04/04/2017,Peneliti UNAIR Ciptakan Alat Dentolaser untuk Terapi Gigi dan Mulut,https://www.unair.ac.id/peneliti-ciptakan-dentolaser-untuk-terapi-gigi-dan-mulut/
https://www.unair.ac.id/category/inovasi/page/27/,02/03/2017,Dosen Fisika Kembangkan Alat Deteksi Jantung dengan Fiber Optik,https://www.unair.ac.id/dosen-fisika-kembangkan-alat-deteksi-jantung-fiber-optik/
https://www.unair.ac.id/category/inovasi/page/27/,09/02/2017,Tempurung Kelapa Didedikasikan untuk Pasien Kanker Usus Besar yang Kurang Mampu,https://www.unair.ac.id/tempurung-kelapa-didedikasikan-pasien-kanker-usus-besar-kurang-mampu/
https://www.unair.ac.id/category/inovasi/page/27/,08/02/2017,"RSUA Telemedicine, Inovasi Terbaru dari RS UNAIR",https://www.unair.ac.id/rsua-telemedicine-inovasi-terbaru-rs-unair/
https://www.unair.ac.id/category/inovasi/page/27/,07/02/2017,Dosen FK Manfaatkan Tempurung Kelapa Untuk Penderita Kanker Usus Besar,https://www.unair.ac.id/peneliti-fk-manfaatkan-tempurung-kelapa-penderita-kanker-usus-besar/
https://www.unair.ac.id/category/inovasi/page/27/,25/01/2017,Ahli Bedah Plastik Ciptakan Krim Atasi Keloid,https://www.unair.ac.id/ahli-bedah-plastik-ciptakan-krim-atasi-keloid/
https://www.unair.ac.id/category/inovasi/page/27/,24/08/2016,"Pasca Juara di Pimnas, PKM Anti Kantong Panda Semakin Laris",https://www.unair.ac.id/pasca-juara-pimnas-pkm-anti-kantong-panda-semakin-laris/
https://www.unair.ac.id/category/inovasi/page/28/,24/08/2016,Peneliti UNAIR Buat Formula Pencegahan Radang Gusi,https://www.unair.ac.id/peneliti-unair-buat-formula-pencegahan-radang-gusi/
https://www.unair.ac.id/category/inovasi/page/28/,16/07/2016,"MEDSCUPE, Mesin Ergonomis  Pencegah Sampel Tertukar di Rumah Sakit",https://www.unair.ac.id/medscupe-mesin-ergonomis-pencegah-sampel-tertukar-rumah-sakit/
https://www.unair.ac.id/category/inovasi/page/28/,20/06/2016,Mahasiswa FST Bentuk Kader Lingkungan di MAN Surabaya,https://www.unair.ac.id/mahasiswa-fst-bentuk-kader-lingkungan-man-surabaya/
https://www.unair.ac.id/category/inovasi/page/28/,16/06/2016,"Tanamkan Karater, Cinta Tanah Air, dan Etika untuk Lahirkan Generasi Emas",https://www.unair.ac.id/tanamkan-karater-cinta-tanah-air-dan-etika-lahirkan-generasi-emas/
https://www.unair.ac.id/category/inovasi/page/28/,16/06/2016,"Dikembangkan, Bantalan Tulang Rawan untuk Penderita Degenerasi Diskus Intervertebralis",https://www.unair.ac.id/dikembangkan-bantalan-tulang-rawan-penderita-degenerasi-diskus-intervertebralis/
https://www.unair.ac.id/category/inovasi/page/28/,15/06/2016,"Peduli Lingkungan Madura, Mahasiswa UNAIR Canangkan Program Bank Sampah",https://www.unair.ac.id/peduli-lingkungan-madura-mahasiswa-unair-canangkan-program-bank-sampah/
https://www.unair.ac.id/category/inovasi/page/28/,15/06/2016,Mahasiswa UNAIR Kembangkan Program Penyadap Sinyal Otak,https://www.unair.ac.id/mahasiswa-unair-kembangkan-program-penyadap-sinyal-otak/
https://www.unair.ac.id/category/inovasi/page/28/,15/06/2016,Mengangkat Semangat Masyarakat dalam Membangun Majapahit,https://www.unair.ac.id/mengangkat-semangat-masyarakat-membangun-majapahit/
https://www.unair.ac.id/category/inovasi/page/28/,15/06/2016,"Atasi Pencemaran, Beli Sayuran Cukup dengan Sampah Popok Bayi",https://www.unair.ac.id/atasi-pencemaran-beli-sayuran-cukup-dengan-sampah-popok-bayi/
https://www.unair.ac.id/category/inovasi/page/28/,15/06/2016,Mengatasi Trauma Kepala dengan Lapisan Otak Buatan dari Nata De Coco,https://www.unair.ac.id/mengatasi-trauma-kepala-lapisan-otak-buatan-nata-de-coco/
https://www.unair.ac.id/category/inovasi/page/28/,15/06/2016,"Cegah Perlekatan Organ Pascaoperasi, Mahasiswa UNAIR Ciptakan Agen Antiadhesi",https://www.unair.ac.id/cegah-perlekatan-organ-pascaoperasi-mahasiswa-unair-ciptakan-agen-antiadhesi/
https://www.unair.ac.id/category/inovasi/page/28/,15/06/2016,Bawang Merah Jadi Bahan Dasar Obat Pembasmi Kutu,https://www.unair.ac.id/bawang-merah-jadi-bahan-dasar-obat-pembasmi-kutu/
https://www.unair.ac.id/category/inovasi/page/29/,15/06/2016,"Kembangkan Minat dan Bakat Anak, Mahasiswa UNAIR Gagas Program Gubuk Panti",https://www.unair.ac.id/kembangkan-minat-dan-bakat-anak-mahasiswa-unair-gagas-program-gubuk-panti/
https://www.unair.ac.id/category/inovasi/page/29/,15/06/2016,"Atasi Kanker Payudara, Mahasiswa UNAIR Buat Alat Terapi",https://www.unair.ac.id/atasi-kanker-payudara-mahasiswa-unair-buat-alat-terapi/
https://www.unair.ac.id/category/inovasi/page/29/,14/06/2016,Belajar Ilmu Sosial sambil Bermain Monopoli Nusantara,https://www.unair.ac.id/belajar-ilmu-sosial-sambil-bermain-monopoli-nusantara/
https://www.unair.ac.id/category/inovasi/page/29/,14/06/2016,Mahasiswa UNAIR Berhasil Ciptakan Lapisan Telinga Tiruan,https://www.unair.ac.id/mahasiswa-unair-berhasil-ciptakan-lapisan-telinga-tiruan/
https://www.unair.ac.id/category/inovasi/page/29/,14/06/2016,Mahasiswa UNAIR Ciptakan Pengganti Massa Tulang dari Ekstrak Daun Sirsak,https://www.unair.ac.id/mahasiswa-unair-ciptakan-pengganti-massa-tulang-ekstrak-daun-sirsak/
https://www.unair.ac.id/category/inovasi/page/29/,14/06/2016,Tradisi Carok di Madura Alami Pergeseran Makna,https://www.unair.ac.id/tradisi-carok-di-madura-aalami-pergeseran-makna/
https://www.unair.ac.id/category/inovasi/page/29/,14/06/2016,Mahasiswa UNAIR Kembangkan Skrup Tulang Anti Bakteri Berbasis Polimer dan Keramik,https://www.unair.ac.id/mahasiswa-unair-kembangkan-skrup-tulang-anti-bakteri-berbasis-polimer-dan-keramik/
https://www.unair.ac.id/category/inovasi/page/29/,13/06/2016,Mahasiswa UNAIR Sukses Kembangkan Pelestarian Bahasa Jawa,https://www.unair.ac.id/mahasiswa-unair-sukses-kembangkan-pelestarian-bahasa-jawa/
